Slur,Represents,Origin,
Palta,Blacks,"Means avocado in south american spanish, referring to the color of a ripe avocado"
Pancake,Asians,Facial characteristics.
Pancake,Whites,"Dark on the outside, white in the middle."
Panda,Panamanians,Mispronunciation.
Panda Trainer,Chinese,Pandas are from China.
Panface,Chinese,Faces flat like they were hit with a pan.
Panhead,Asians,Facial characteristics.
Papa Ganoush,Arabs,"A play on the arabic food baba ganoush, an eggplant and garlic sauce which is often consumed by arabic people."
Paperbag,Creole,"The light color blacks in South Louisiana, mainly around New Orleans (Creoles), skin is the color of a brown paper bag."
Papolo,Blacks,"Hawaiian word for ""purple."""
Paragraph,Hispanics,"Referring to hispanic children. 'Not quite an essay (see ese), but a paragraph.'"
Paragua,Paraguayans,"Argentines refer to the poorer Paraguayan immigrants who live in Argentina as ""Paraguas."" It means ""umbrella"", only related with the alike pronunciation, nevertheless derogatory."
Paris Hilton,Whites,Based off the hotel heiress who represents every negative stereotype about WASP women.
Parsik,Persians,"Armenian word for Persians. Insulting, apparently."
Pastyface,Whites,"Used mainly by Blacks to refer to a really pale White person. The vanilla, creamy color of Whites' skin that seldom gets exposed to the sun. Derogatory in nature."
Patel,Indians,"Means ""Innkeeper"" or ""Motel Owner"". Pal is a name of rich, land owning Indians. It means landowner. It's a slur because only the rich Indians would come to western countries years ago, a flood of patels."
Patio Primate,Blacks,"Politically-correct version of ""Porch Monkey"""
Patn�,Creole,"Stems from the word ""partner"". Commonly used by Creole-speaking blacks."
Patty,Asians,Abundance of rice patties in Asia
Patty,Whites,Whites used to pat black people on top of thier head for good luck. Blacks reffered to whites as patty.
Peanut Butter Brother,Arabs,Not quite White; Not Quite Black. The color of peanut butter.
Peasouper,French Canadians,"Late 19th, early 20th century slur, refers to the fact that pea soup was a popular food amongst the people of Quebec"
Peckerwood,Whites,Originated in the South (pre-Civil War by the slaves). Comes from red-necked woodpecker. See: Redneck
Peckin,Whites,Reminiscent of farm life and chickens pecking the ground when eating seed.
Peeled Banana,Asians,Americanized Asians who try to act like whites.
Pekka,Finnish,"Used by many Estonian and Russian immigrants in Finland. They think that every Finn is ""pekka"" and that they are jerks. Also known as ""suomalaine pekka"", which means ""Finnish Pekka""."
Pelu-ano,Peruvians,"Pelu-ano means hairy ass but at the same time sound like Peruano, Peruvians in Spanish."
Pen and Ink,Chinese,"Cockney rhyming slang, chink = pen and ink"
Pendos,Greeks,Used by Russians as a derogatory term for Greeks. There has been a sizable Greek community in southern Russia for many generations. Many of them originally hailed from the Pontus region of Turkey. Hence Pontus=Pendos.
Penny Chaser,Jews,"The old ""Jews are cheap"" thing."
Penny-Pincher,Jews,Cheapness
Pepik,Czechs,"Czech Males. Pepik is a Czech name that sounds funny to Polish people, so we called them Pepiks."
Pepper,French Canadians,A derivative of Pepsi. Quebec is the only place in North America where Pepsi has traditionally outsold Coke.
Pepperbelly,Hispanics,They eat a lot of peppers. Refrence to their love for spicy foods.
Pepsi,French Canadians,"Empty from the neck up. Stereotypical softdrink of choice (considered quite insulting). Related to ""Pepper""."
Perm Sperm,Whites,"Meaning they are forever white, since they were a sperm to when they were born through their entire live they stay white like a sperm."
Perogy,Ukrainians,From the popular Ukrainian dish.
Persuasion,Whites,"Similar sound to Caucasion; Implies their persuasive, scandalous actions and attitudes."
Peter Pan/Tinkerbell,Dutch,The Dutch live in the Netherlands (Neverland)
Petrol Sniffers,Australian Aboriginals,In Australia they sniff all the petrol and gas.
Petrolera,Whites,Used by Hispanics against White Women that like Black Men. Comes from the word Petrolio or Petrolium in Spanish. Indicates that these women like Petrolium because them men they date are black like petrolium
Petrolero,Hispanics,"Hispanics Who Are Attracted To Blacks. Means ""Oil Drillers""."
Petrovich,Slovakians,Common (sounding) name
Pez Dispenser,Blacks,Used to refer to black women who have a great deal of children.
Phlegm,Belgians,"Pronounced ""flems"", from Monty Python's Flying Circus."
Pickaninny,Blacks,"From the days of slavery. Three possible origins: The slave owners would ""pick a nincompoop"" from the lineup of slaves; or the slave children who couldn't pick cotton ""ain't pickaninny""; in some parts of the south, breasts are referred to as ninnys, so pickaninny was a reference to blacks being used as wetnurses."
Pie Face,Eskimos,"Round shape of their faces. Most like originates from (or at least made popular by) the comic book The Green Lantern, who had a mechanic Tom ""Pieface"" Kalmaku. Tom was an Alaskan Innuit (Eskimo) who was called Pieface because his features made his ""eyes look like an eskimo pie."""
Piffke,Germans,"Pronounced ""pif - ka."" Used by Bavarians/Austrians to refer to North Germans (after a famous Prussian with the last name ""Pieffke"")."
Pig-fucker,Whites,"One who engages in the act of pig-fucking, a favorite pass time among those hailing from rural areas of America's southern states."
Pigger,Pakistanis,Pakistanis trying to act black.
Pigmently-Challenged,Whites,Self-explanatory
PIGS,Mediterraneans,"Portuguese, Italian, Greek, Spanish. Specifically refers to Mediterranean men and their piggish behavior toward women in particular"
Pikachu,Japanese,A popular Japanese cartoon character.
Pikajew,Mixed Races,A Jewish Asian.
Pikey,Gypsies,"Referenced in the film ""Snatch."""
Pilgrim,Whites,"All white people come from Europe, they claim to be American, but they are not, they are pilgrims. It's a racist term because when white people realize the truth, whatever pride they have in being American will be crushed. This term is mostly used by Mexicans and Native Americans, which happen to be the real Americans, not whites."
Pindos,Americans,"A new word for ""american"" used in Russia"
Pindunderjip,Indians,From the joke; What is an East Indian that got hit by a truck called? Answer; Pindunbderjip or Pinned under jeep.
Pine Sol,Blacks,A fat black woman - inspired by the Pine Sol commercials.
Pine Tree Ornament,Blacks,Pine trees were the tree of choice to hang blacks
Pineapple,Blacks,"Blacks who act like Asians, or is very into Asian culture. Black on the outside, yellow on the inside"
Pineapple,Filipinos,"Pineapples grow there and they kinda look like pineapples. Short, Fat, with weird hair."
Pineapple Lump,Asians,Reference to asian vehicles?
Pineapple Nigger,Hawaiians,Pineapples grow there.
Pineback,Canadians,"Canadians in the United States illegally. Wetbacks have to cross a river, pinebacks deal with pine trees."
Pinewood,Whites,Pine being a whiter colored wood than most.
Piney,Whites,Women who use the pine tree shaped car fresheners as perfume to remove a multitude of smells inherent to the white trash lifestyle.
Ping Pong,Chinese,Because Ping Pong is the favorite sport of the chinese
Ping-pang,Asians,Mimics the way their language sounds to non-Asians.
Pink Toe,Whites,They have pink toes
Pink-Heel,Blacks,Color of heel is pink.
Pinkaloid,Whites,Refers to skin color
Pinko,Russians,"Originally referred to Communist sympathizers - later as a general slur against all Leftists, including Communist Party members. Now pretty much synonymous with Russians/Communists."
Pinky,Whites,Skin color closer to pink
Pinky Poop,Mixed Races,Vietnamese/Black mix. For when Black soldiers had kids with Vietnamese women.
Pinocchio,Jews,Pinocchio's nose corrolates with that of a stereotypical Jew.
Pinto,Mixed Races,White/Native American mix. Pinto horses are white and brown.
Pipe Blower,Scottish,Reference to bag pipes
Piper,Scottish,As in bag pipes
Pit,Blacks,Black Children. Stands for 'Perpetrator In Training.'
Pizdaglaz,Asians,"Combination of Russian words ""pizda"" (""cunt"") and ""glaz(a)"" (""eyes"") Pronounced ""peezdah-glahz."" Self-explanatory."
Pizza,Jews,Both go in the oven.
Pizza Nigger,Italians,"Italians are said to wholly enjoy pizza, as it is considered their national dish to the rest of the world."
Pizzabagel,Mixed Races,Italian/Jewish mix. Popular in New York as Italian and Jewish neighborhoods grew together.
Plantain,Dominicans,Plantains are a main food source of Dominicans
Plastic Paddy,Irish,Term used by the Irish describing those who grew up in the a foreign country (specifically the UK) and still identify as being Irish.
Platano Power,Dominicans,Need for Dominicans to always eat and have Platanos in their house.
Plate Tossers,Asians,"They name their kids by throwing plates down the stairs and seeing what sound it makes. (Ching, Chong, Ding)"
Platneus,Blacks,Afrikaans. Means flat nose
Pleb,Whites,Derivative of word 'Plebian' maning white middle class common people. Used in Australia.
Plow Jockey,Blacks,Blacks used to work the plows before the Civil War.
Po'bucker,Whites,"Corruption of West African ""Buuker"" meaning devil, boogie-man or white man. Poor white trash were referred to as ""Po'buckers""."
Po-Bean,Hispanics,Short for Poor Beaner.
POC,Blacks,Person Of Color
Pocho,Hispanics,Chicano derogatory term referring to Hispanics who can't speak Spanish. Used by Hispanics. May technically only refer to Portuguese people.
Pocky,Japanese,Pocky is a popular Japanese treat.
Pogue,Irish,"Possibly from Irish Gaelic ""pogue mo thoin"", meaning ""kiss my arse"". Could also refer to the Irish folk group ""The Pogues"" who did popular traditional Irish songs."
Pohm,British,"""Prisoner Of Her Majesty"". Used mainly in Australia as a derogatory term for British People. Comes from the fact that Australia was a prisoner colony for British Prisoners. Sometimes heard as ""Pom"""
Poi-belly,Hawaiians,Hawaiians eat a lot of poi (taro root) and are fat.
Point-Six (.6),Blacks,"Reference to the 3/5ths Compromise, where the US Gov't decided that slaves (Blacks) only counted as 3/5ths of a person for population reasons. (3/5=.6)"
Pointy-Head,Asians,"J. W. Pepper says it a number of times in ""The Man with the Golden Gun"" while speaking to some Asians in Bangkok."
Pokemon,Japanese,They created that damn game
Polar Bear,Whites,Refers to their skin tone.
Polarican,Mixed Races,Polish/Puerto Rican mix.
Pole,Polish,Short for Polish.
Polentone,Italians,Northern Italians because of the Polenta that they eat in the north. It came in response their use or Terrone for Southern Italians
Polexican,Mixed Races,Polish/Mexican mix.
Pollo,Hispanics,The U.S. Border Patrol uses this term to refer to illegal aliens. Pollo means chicken in Spanish. Agents call the illegals Pollos on their service radios.
Polock/Polak,Polish,"Polish for ""Polish man."" Correctly spelled ""Polak."""
Polski,Polish,Self-explanatory.
Pome,British,"Prisoners/Property Of Mother England' Used in Australia, New Zealand, etc. Probably related to and/or another version of Pom."
Pontiac,Blacks,"Stands for ""poor old nigger thinks it's a Cadillac"""
Poo,Blacks,Poo-Poo (Feces are black or brown in color.)
Pookie,Blacks,"In the movie ""New Jack City"" Chris Rock played a black/crack-head named Pookie"
Pool-digger,Mexicans,Another reference to the manual labor many of them do in the States.
Poon,Hindus,"Punjab as in, popular Indian restaurant names, slang for punjab is poon"
Pooty,Whites,"Derived from Tagalog ""puti,"" meaning ""white"""
Popolo,Blacks,Hawaiian for 'black person.'
Popov,Russians,A cheap brand of vodka.
Poppin Fresh,Whites,Pillsbury dough boy
Popular Science,Jews,Experiments performed on the Jews during WW2
